"Ship_Mode","Segment","City","State","Sub_Category","diff_in_days","Sales","Quantity","Discount","Profit"
"Second Class","Consumer","New York City","New York","Art",4,12.42,3,0,5.2164
"Standard Class","Home Office","Jacksonville","Florida","Machines",5,821.3,4,0.5,-16.426
"First Class","Home Office","New York City","New York","Copiers",2,11199.968,4,0.2,3919.9888
"First Class","Consumer","Oakland","California","Furnishings",3,9.46,2,0,3.6894
"Standard Class","Consumer","Jackson","Mississippi","Tables",4,2430.08,8,0,388.8128
"Second Class","Corporate","Los Angeles","California","Phones",4,119.96,1,0.2,7.4975
"Standard Class","Consumer","Houston","Texas","Chairs",6,107.772,2,0.3,-29.2524
"Standard Class","Corporate","New York City","New York","Binders",5,841.568,2,0.2,294.5488
"First Class","Corporate","San Diego","California","Phones",3,215.968,2,0.2,18.8972
"Second Class","Consumer","Los Angeles","California","Paper",3,5.98,1,0,2.9302
"Second Class","Consumer","Cranston","Rhode Island","Tables",2,385.686,1,0.3,-60.6078
"Standard Class","Corporate","Houston","Texas","Art",4,2.672,1,0.2,0.334
"Standard Class","Consumer","Dearborn Heights","Michigan","Accessories",7,99.98,2,0,42.9914
"Standard Class","Consumer","Fairfield","Ohio","Binders",5,13.023,1,0.7,-10.4184
"Standard Class","Consumer","Huntsville","Texas","Binders",5,10.43,7,0.8,-18.2525
"Second Class","Home Office","Houston","Texas","Art",4,11.264,8,0.2,3.9424
"First Class","Consumer","Los Angeles","California","Chairs",2,2803.92,5,0.2,0
"First Class","Consumer","San Francisco","California","Furnishings",2,25.4,5,0,8.636
"Second Class","Consumer","Jackson","Michigan","Chairs",2,302.67,3,0,72.6408
"Standard Class","Consumer","New Rochelle","New York","Chairs",7,631.782,2,0.1,140.396
"First Class","Corporate","Denver","Colorado","Bookcases",2,90.882,3,0.7,-190.8522
"Standard Class","Home Office","Alexandria","Virginia","Paper",5,16.68,2,0,8.34
"Same Day","Consumer","San Antonio","Texas","Storage",0,49.632,4,0.2,4.9632
"Second Class","Consumer","Tulsa","Oklahoma","Accessories",2,167.28,12,0,23.4192
"First Class","Consumer","Springfield","Virginia","Binders",3,22.32,4,0,10.7136
"Second Class","Consumer","Tallahassee","Florida","Furnishings",3,2.784,2,0.2,0.4176
"Second Class","Consumer","San Francisco","California","Art",2,11.52,4,0,3.2256
"Standard Class","Consumer","New York City","New York","Paper",5,18.98,2,0,8.9206
"Standard Class","Home Office","Louisville","Kentucky","Accessories",4,279.86,14,0,64.3678
"First Class","Consumer","Houston","Texas","Art",1,37.84,2,0.2,2.838
"Standard Class","Consumer","Seattle","Washington","Paper",5,21.4,5,0,10.058
"Second Class","Consumer","Burlington","Vermont","Chairs",2,715.2,3,0,178.8
"First Class","Consumer","Richmond","Virginia","Appliances",3,194.32,4,0,56.3528
"Standard Class","Corporate","Los Angeles","California","Chairs",4,146.352,3,0.2,-9.147
"Standard Class","Consumer","Dublin","California","Phones",6,22,5,0.2,1.375
"Standard Class","Consumer","Houston","Texas","Fasteners",4,1.824,2,0.2,0.6156
"Standard Class","Home Office","Jackson","Michigan","Accessories",6,619.95,5,0,111.591
"Standard Class","Consumer","San Francisco","California","Furnishings",4,16.74,2,0,4.3524
"Second Class","Corporate","New York City","New York","Storage",2,1085.42,7,0,282.2092
"Second Class","Home Office","San Francisco","California","Supplies",5,6.24,3,0,1.872
"First Class","Corporate","Tempe","Arizona","Supplies",3,15.36,2,0.2,-3.264
"First Class","Corporate","Lakeland","Florida","Chairs",1,1123.92,5,0.2,-182.637
"Second Class","Corporate","Los Angeles","California","Storage",2,41.96,2,0,2.9372
"Standard Class","Corporate","Highland Park","Illinois","Chairs",4,539.658,3,0.3,-7.7094
"Standard Class","Consumer","Mobile","Alabama","Chairs",4,1056.86,7,0,306.4894
"Standard Class","Home Office","Salt Lake City","Utah","Paper",6,45.68,2,0,21.0128
"Standard Class","Home Office","Alexandria","Virginia","Phones",5,155.35,13,0,0
"Standard Class","Corporate","Fort Worth","Texas","Art",4,9.328,1,0.2,0.8162
"First Class","Home Office","Phoenix","Arizona","Binders",2,7.857,3,0.7,-6.0237
"Standard Class","Consumer","Auburn","New York","Storage",6,105.98,2,0,4.2392
"Standard Class","Corporate","Jacksonville","Florida","Phones",4,79.96,5,0.2,27.986
"Standard Class","Consumer","Auburn","Alabama","Paper",5,13.08,2,0,6.0168
"Standard Class","Consumer","Redlands","California","Art",4,181.35,9,0,48.9645
"First Class","Corporate","Cranston","Rhode Island","Storage",3,42.76,1,0,11.1176
"Standard Class","Home Office","Dubuque","Iowa","Binders",4,15.24,4,0,6.858
"Standard Class","Consumer","Houston","Texas","Binders",5,6.216,6,0.8,-9.6348
"Standard Class","Consumer","Inglewood","California","Appliances",4,54.32,4,0,16.296
"Standard Class","Consumer","Chicago","Illinois","Labels",6,29.24,5,0.2,9.8685
"First Class","Consumer","Garden City","Kansas","Paper",3,9.54,2,0,4.293
"Second Class","Consumer","Fresno","California","Furnishings",3,30.93,1,0,12.6813
"First Class","Consumer","Cleveland","Ohio","Storage",2,25.696,2,0.2,1.9272
"Standard Class","Consumer","New Rochelle","New York","Binders",6,51.312,3,0.2,18.6006
"Standard Class","Consumer","Bloomington","Illinois","Accessories",4,39.816,3,0.2,7.4655
"Second Class","Consumer","Fort Collins","Colorado","Binders",2,3.168,4,0.7,-2.5344
"Standard Class","Consumer","New York City","New York","Copiers",5,479.984,2,0.2,59.998
"Second Class","Corporate","Richmond","Virginia","Appliances",2,2104.55,7,0,694.5015
"Standard Class","Home Office","Columbia","Maryland","Furnishings",6,25.16,2,0,8.5544
"Standard Class","Consumer","Troy","Ohio","Binders",4,10.332,3,0.7,-7.5768
"Second Class","Consumer","Lawrence","Indiana","Machines",2,83.9,2,0,22.653
"Second Class","Consumer","Springfield","Virginia","Furnishings",2,572.76,6,0,166.1004
"Same Day","Home Office","Chicago","Illinois","Art",0,19.456,4,0.2,2.1888
"Standard Class","Home Office","Philadelphia","Pennsylvania","Binders",6,31.155,5,0.7,-23.8855
"Standard Class","Corporate","Murfreesboro","Tennessee","Binders",7,3.264,2,0.7,-2.2848
"Second Class","Consumer","Hialeah","Florida","Binders",5,5.388,4,0.7,-4.49
"Standard Class","Consumer","New York City","New York","Binders",6,24.816,3,0.2,8.3754
"Same Day","Consumer","Apopka","Florida","Fasteners",0,14.32,5,0.2,5.191
"Second Class","Consumer","Minneapolis","Minnesota","Binders",5,32.96,2,0,16.1504
"Second Class","Consumer","Richmond","Virginia","Storage",2,332.94,3,0,9.9882
"Standard Class","Corporate","Murfreesboro","Tennessee","Paper",7,10.48,1,0.2,3.799
"First Class","Consumer","Dallas","Texas","Art",1,45.04,2,0.2,4.504
"Standard Class","Consumer","Chicago","Illinois","Binders",5,1.788,3,0.8,-3.0396
"Standard Class","Consumer","San Francisco","California","Phones",5,15.992,1,0.2,-2.9985
"Standard Class","Consumer","New York City","New York","Chairs",6,488.646,3,0.1,86.8704
"Same Day","Consumer","New York City","New York","Bookcases",0,136.784,1,0.2,5.1294
"Second Class","Consumer","San Diego","California","Copiers",5,1199.96,5,0.2,224.9925
"First Class","Corporate","Los Angeles","California","Tables",3,447.84,5,0.2,11.196
"First Class","Corporate","Rockford","Illinois","Binders",2,442.372,7,0.8,-729.9138
"Standard Class","Corporate","Houston","Texas","Furnishings",5,127.88,5,0.6,-67.137
"Standard Class","Home Office","Clarksville","Tennessee","Bookcases",4,387.136,4,0.2,-14.5176
"Standard Class","Corporate","Los Angeles","California","Storage",4,323.1,2,0,61.389
"Same Day","Consumer","New York City","New York","Machines",0,2799.96,4,0,1371.9804
"Standard Class","Consumer","New York City","New York","Furnishings",4,113.92,4,0,42.1504
"Second Class","Home Office","Los Angeles","California","Labels",3,11.56,4,0,5.4332
"Standard Class","Consumer","Los Angeles","California","Machines",4,686.32,2,0.2,223.054
"Standard Class","Home Office","San Francisco","California","Art",4,23.88,6,0,8.1192
"Second Class","Consumer","Lancaster","Ohio","Appliances",2,646.272,8,0.2,64.6272
"Standard Class","Home Office","Richmond","Indiana","Envelopes",5,101.88,6,0,50.94
"Standard Class","Consumer","Philadelphia","Pennsylvania","Phones",5,494.982,3,0.4,-115.4958
"Second Class","Consumer","Hampton","Virginia","Phones",5,226.2,5,0,58.812
"Standard Class","Corporate","Scottsdale","Arizona","Paper",5,307.776,7,0.2,111.5688
"Standard Class","Consumer","Seattle","Washington","Appliances",6,73.28,4,0,21.2512
"Standard Class","Corporate","San Francisco","California","Envelopes",5,30.56,4,0,14.9744
"Standard Class","Consumer","Columbus","Ohio","Paper",6,10.368,2,0.2,3.6288
"Second Class","Corporate","Richmond","Kentucky","Accessories",2,32.96,2,0,14.1728
"Standard Class","Consumer","New York City","New York","Binders",6,14.624,2,0.2,5.1184
"Second Class","Home Office","Danville","California","Art",2,8.8,5,0,4.224
"First Class","Consumer","Columbus","Ohio","Furnishings",3,147.568,2,0.2,-3.6892
"Second Class","Consumer","La Crosse","Wisconsin","Binders",3,56.82,3,0,28.41
"Standard Class","Corporate","Oak Park","Michigan","Furnishings",4,273.96,2,0,71.2296
"Standard Class","Consumer","Aurora","Illinois","Supplies",7,31.68,4,0.2,2.772
"Same Day","Consumer","Houston","Texas","Paper",0,56.704,2,0.2,19.1376
"Standard Class","Consumer","New York City","New York","Accessories",6,72.64,2,0,21.792
"Standard Class","Consumer","Madison","Wisconsin","Paper",5,27.52,4,0,12.6592
"Second Class","Home Office","Huntsville","Texas","Accessories",4,63.984,2,0.2,10.3974
"Second Class","Home Office","Lancaster","Ohio","Paper",3,11.952,3,0.2,4.0338
"Second Class","Corporate","San Francisco","California","Phones",3,117.576,3,0.2,11.7576
"Standard Class","Corporate","Philadelphia","Pennsylvania","Paper",6,23.68,4,0.2,7.4
"Standard Class","Consumer","Salt Lake City","Utah","Binders",4,102.72,3,0.2,37.236
"Same Day","Consumer","Los Angeles","California","Paper",0,13.44,3,0,6.5856
"Standard Class","Corporate","New York City","New York","Phones",4,87.8,4,0,43.9
"Standard Class","Consumer","Round Rock","Texas","Supplies",5,3930.072,3,0.2,-786.0144
"Second Class","Consumer","West Jordan","Utah","Storage",2,55.5,2,0,9.99
"Standard Class","Corporate","Cary","North Carolina","Accessories",5,15.216,1,0.2,2.2824
"Standard Class","Consumer","Portland","Oregon","Paper",6,31.104,6,0.2,10.8864
"Standard Class","Corporate","Wilson","North Carolina","Paper",5,10.272,3,0.2,3.4668
"Standard Class","Consumer","Long Beach","California","Phones",6,44.736,8,0.2,4.4736
"Standard Class","Corporate","San Francisco","California","Accessories",4,89.97,3,0,39.5868
"Standard Class","Home Office","Colorado Springs","Colorado","Binders",4,3.108,2,0.7,-2.1756
"Standard Class","Corporate","Durham","North Carolina","Phones",5,15.984,2,0.2,1.3986
"Standard Class","Consumer","Alexandria","Virginia","Fasteners",4,25.06,7,0,12.53
"Standard Class","Corporate","Portland","Oregon","Appliances",6,11.176,1,0.2,0.8382
"Standard Class","Consumer","Memphis","Tennessee","Chairs",6,831.936,8,0.2,-114.3912
"Standard Class","Corporate","Los Angeles","California","Storage",4,48.84,4,0,13.1868
"Standard Class","Corporate","Chicago","Illinois","Paper",4,10.688,2,0.2,3.7408
"Standard Class","Consumer","Omaha","Nebraska","Phones",6,35.98,2,0,10.0744
"Second Class","Corporate","San Francisco","California","Chairs",3,770.352,3,0.2,77.0352
"Same Day","Consumer","New York City","New York","Storage",0,563.4,4,0,67.608
"Standard Class","Home Office","Louisville","Kentucky","Accessories",6,98.16,6,0,9.816
"Standard Class","Consumer","Seattle","Washington","Tables",5,1747.25,5,0,629.01
"Standard Class","Corporate","Arlington","Texas","Accessories",4,165.6,3,0.2,-6.21
"Standard Class","Consumer","San Diego","California","Furnishings",4,36.6,3,0,15.372
"Standard Class","Corporate","Philadelphia","Pennsylvania","Binders",4,4.503,1,0.7,-3.6024
"Second Class","Home Office","New York City","New York","Furnishings",4,35.28,3,0,11.9952
"Standard Class","Consumer","San Diego","California","Labels",6,44.4,3,0,22.2
"Standard Class","Home Office","Jackson","Mississippi","Art",5,8.34,3,0,2.1684
"Standard Class","Consumer","San Diego","California","Paper",4,16.34,2,0,7.6798
"Second Class","Home Office","Houston","Texas","Storage",5,158.368,7,0.2,13.8572
"Standard Class","Consumer","Richmond","Indiana","Furnishings",6,71.12,4,0,22.0472
"First Class","Corporate","Dallas","Texas","Labels",3,15.712,4,0.2,5.6956
"First Class","Consumer","New York City","New York","Paper",3,9.96,2,0,4.6812
"Standard Class","Consumer","Miami","Florida","Binders",7,62.88,4,0.7,-50.304
"Standard Class","Home Office","Chicago","Illinois","Paper",4,36.352,8,0.2,11.36
"Standard Class","Home Office","New York City","New York","Tables",4,344.22,2,0.4,-103.266
"Standard Class","Corporate","Franklin","Wisconsin","Binders",4,171.55,5,0,80.6285
"Standard Class","Consumer","Philadelphia","Pennsylvania","Phones",5,143.982,3,0.4,-28.7964
"First Class","Home Office","San Francisco","California","Furnishings",2,211.84,8,0,76.2624
"Second Class","Corporate","Roswell","Georgia","Appliances",2,1245.86,7,0,361.2994
"Standard Class","Home Office","Seattle","Washington","Phones",5,84.784,2,0.2,-20.1362
"Same Day","Consumer","Redlands","California","Bookcases",0,425.833,1,0.15,20.0392
"Standard Class","Home Office","New York City","New York","Art",4,11.16,2,0,4.3524
"Standard Class","Corporate","Orange","New Jersey","Appliances",4,76.12,2,0,22.0748
"Second Class","Home Office","Houston","Texas","Phones",5,1415.76,6,0.2,88.485
"First Class","Consumer","Austin","Texas","Accessories",3,47.984,2,0.2,14.3952
"Standard Class","Consumer","Pembroke Pines","Florida","Binders",7,4.554,3,0.7,-3.4914
"Standard Class","Consumer","Burlington","North Carolina","Accessories",7,383.976,3,0.2,81.5949
"Standard Class","Consumer","Marion","Ohio","Art",7,2.624,1,0.2,0.2952
"Standard Class","Corporate","Portland","Oregon","Paper",5,105.52,5,0.2,34.294
"Standard Class","Consumer","Park Ridge","Illinois","Paper",7,143.856,9,0.2,48.5514
"Standard Class","Consumer","Newport News","Virginia","Envelopes",5,31.12,4,0,14.6264
"Standard Class","Corporate","Columbia","Maryland","Paper",4,51.84,8,0,24.8832
"Standard Class","Consumer","San Francisco","California","Tables",4,1004.024,7,0.2,-112.9527
"Standard Class","Home Office","Franklin","Massachusetts","Chairs",7,60.74,1,0,15.185
"Standard Class","Consumer","Pomona","California","Accessories",6,199.96,4,0,69.986
"First Class","Consumer","Seattle","Washington","Binders",3,8.448,2,0.2,2.9568
"First Class","Consumer","Dallas","Texas","Tables",1,307.314,3,0.3,-39.5118
"Same Day","Home Office","Seattle","Washington","Accessories",0,59.98,2,0,26.3912
"Standard Class","Consumer","Arlington Heights","Illinois","Art",4,14.112,6,0.2,1.2348
"Standard Class","Corporate","New York City","New York","Binders",5,12.96,3,0.2,4.536
"Standard Class","Home Office","Jackson","Michigan","Paper",4,19.44,3,0,9.3312
"First Class","Corporate","San Francisco","California","Accessories",2,36.51,1,0,15.6993
"Second Class","Consumer","Philadelphia","Pennsylvania","Furnishings",4,91.008,9,0.2,19.3392
"Standard Class","Home Office","Durham","North Carolina","Art",6,6.192,3,0.2,0.4644
"Same Day","Home Office","San Francisco","California","Labels",0,41.4,4,0,19.872
"First Class","Consumer","Los Angeles","California","Accessories",3,772.47,3,0,146.7693
"Second Class","Consumer","San Francisco","California","Art",5,8.56,2,0,2.4824
"First Class","Corporate","Nashville","Tennessee","Chairs",3,97.424,2,0.2,10.9602
"Standard Class","Consumer","Springfield","Missouri","Paper",4,17.34,3,0,8.4966
"Standard Class","Consumer","Houston","Texas","Paper",4,75.88,5,0.2,26.558
"Standard Class","Home Office","New York City","New York","Appliances",4,58.73,7,0,14.6825
"Standard Class","Corporate","Jacksonville","Florida","Furnishings",5,30.192,3,0.2,8.3028
"First Class","Consumer","Omaha","Nebraska","Accessories",2,149.97,3,0,50.9898
"Same Day","Consumer","Los Angeles","California","Tables",0,71.088,2,0.2,-1.7772
"Second Class","Corporate","Providence","Rhode Island","Bookcases",5,220.98,1,0,50.8254
"First Class","Consumer","Hialeah","Florida","Furnishings",3,21,3,0.2,5.775
"Standard Class","Corporate","Denver","Colorado","Storage",4,114.288,1,0.2,12.8574
"First Class","Consumer","New York City","New York","Binders",3,3050.376,3,0.2,1143.891
"Standard Class","Home Office","Lawrence","Massachusetts","Supplies",4,25.71,3,0,6.6846
"Standard Class","Corporate","Houston","Texas","Storage",4,32.232,3,0.2,2.4174
"Standard Class","Home Office","Philadelphia","Pennsylvania","Tables",5,154.764,3,0.4,-46.4292
"Standard Class","Corporate","Fresno","California","Phones",6,377.928,9,0.2,141.723
"Second Class","Consumer","Portland","Oregon","Art",4,120.768,4,0.2,9.0576
"Standard Class","Consumer","San Antonio","Texas","Phones",4,470.376,3,0.2,47.0376
"Standard Class","Corporate","Philadelphia","Pennsylvania","Binders",4,2.724,2,0.7,-1.9068
"First Class","Corporate","Arlington","Texas","Binders",3,42.616,7,0.8,-68.1856
"Standard Class","Consumer","San Francisco","California","Labels",6,9.96,2,0,4.5816
"Standard Class","Corporate","Saint Petersburg","Florida","Paper",4,42.24,10,0.2,13.2
"Standard Class","Consumer","Houston","Texas","Binders",5,32.06,10,0.8,-51.296
"Standard Class","Corporate","Sandy Springs","Georgia","Paper",7,15.24,3,0,7.1628
"First Class","Consumer","Lafayette","Louisiana","Labels",1,11.07,3,0,5.2029
"Second Class","Consumer","Los Angeles","California","Paper",2,46.35,5,0,21.7845
"Same Day","Consumer","Tampa","Florida","Art",0,4.032,2,0.2,1.0584
"Second Class","Consumer","Columbus","Ohio","Furnishings",5,8.32,5,0.2,2.288
"Standard Class","Consumer","Yonkers","New York","Machines",4,4899.93,7,0,2400.9657
"Standard Class","Home Office","San Francisco","California","Phones",4,689.408,4,0.2,77.5584
"Standard Class","Home Office","Philadelphia","Pennsylvania","Phones",4,68.238,3,0.4,-12.5103
"First Class","Consumer","New York City","New York","Accessories",3,247.8,4,0,34.692
"Standard Class","Consumer","Los Angeles","California","Phones",6,369.544,7,0.2,32.3351
"Standard Class","Consumer","Springfield","Oregon","Supplies",6,39.072,6,0.2,4.3956
"Second Class","Corporate","Milwaukee","Wisconsin","Chairs",3,403.56,4,0,96.8544
"Standard Class","Consumer","Lodi","California","Supplies",7,97.3,7,0,28.217
"Standard Class","Home Office","Jacksonville","Florida","Paper",4,91.056,6,0.2,31.8696
"Same Day","Consumer","New York City","New York","Paper",0,146.82,3,0,73.41
"Standard Class","Consumer","Arlington","Texas","Storage",4,999.432,7,0.2,124.929
"Standard Class","Consumer","Newport News","Virginia","Storage",4,571.44,4,0,165.7176
"Second Class","Corporate","Philadelphia","Pennsylvania","Paper",2,6.848,2,0.2,2.14
"Standard Class","Home Office","San Francisco","California","Paper",7,50.04,6,0,25.02
"Standard Class","Consumer","Watertown","New York","Paper",6,18.54,2,0,8.7138
"Standard Class","Consumer","Los Angeles","California","Binders",6,72.96,3,0.2,23.712
"Standard Class","Corporate","Jackson","Michigan","Accessories",4,160,8,0,62.4
"Standard Class","Consumer","Decatur","Illinois","Art",5,28.032,6,0.2,3.504
"Standard Class","Home Office","San Francisco","California","Labels",7,58.48,8,0,27.4856
"Standard Class","Consumer","Columbus","Ohio","Storage",4,239.456,7,0.2,17.9592
"Second Class","Home Office","Chattanooga","Tennessee","Machines",3,91.475,1,0.5,-1.8295
"First Class","Corporate","Los Angeles","California","Paper",3,45.36,7,0,21.7728
"Second Class","Corporate","Sacramento","California","Binders",2,11.784,3,0.2,3.9771
"Standard Class","Consumer","New York City","New York","Supplies",4,22.72,4,0,6.5888
"Standard Class","Corporate","Los Angeles","California","Art",5,9.32,4,0,2.7028
"Same Day","Corporate","Manchester","Connecticut","Supplies",0,7.36,2,0,0.1472
"Second Class","Home Office","Everett","Massachusetts","Bookcases",2,170.98,1,0,32.4862
"Second Class","Corporate","Paterson","New Jersey","Furnishings",2,8.28,2,0,2.9808
"Standard Class","Home Office","New York City","New York","Storage",6,344.91,3,0,10.3473
"Standard Class","Corporate","Marion","Ohio","Storage",4,51.168,2,0.2,-6.396
"Same Day","Consumer","Dallas","Texas","Furnishings",0,16.192,2,0.6,-8.5008
"Standard Class","Corporate","Hackensack","New Jersey","Furnishings",4,124.11,9,0,52.1262
"Standard Class","Consumer","Costa Mesa","California","Furnishings",5,91.96,2,0,15.6332
"Standard Class","Consumer","Chicago","Illinois","Accessories",5,255.968,4,0.2,51.1936
"Standard Class","Corporate","Houston","Texas","Storage",5,60.416,2,0.2,6.0416
"First Class","Home Office","San Francisco","California","Accessories",2,0.99,1,0,0.4356
"First Class","Home Office","Philadelphia","Pennsylvania","Phones",2,280.782,3,0.4,-46.797
"Standard Class","Corporate","Deltona","Florida","Phones",4,575.92,2,0.2,71.99
"Standard Class","Home Office","Seattle","Washington","Storage",4,323.1,2,0,61.389
"Standard Class","Consumer","Los Angeles","California","Phones",7,165.6,3,0.2,10.35
"First Class","Consumer","Los Angeles","California","Art",3,49.56,7,0,18.8328
"Standard Class","Consumer","New York City","New York","Storage",5,11.21,1,0,3.363
"Standard Class","Consumer","Westminster","California","Furnishings",4,276.69,3,0,49.8042
"Same Day","Consumer","Milford","Connecticut","Paper",0,51.84,8,0,24.8832
"Standard Class","Consumer","Fayetteville","North Carolina","Paper",7,24.448,4,0.2,8.8624
"Standard Class","Home Office","Chicago","Illinois","Binders",4,27.396,9,0.8,-42.4638
"Standard Class","Corporate","Charlotte","North Carolina","Furnishings",6,4.928,2,0.2,0.7392
"Standard Class","Consumer","Columbus","Georgia","Supplies",4,5.04,2,0,0.1512
"Standard Class","Consumer","Hattiesburg","Mississippi","Accessories",5,52,4,0,23.4
"Standard Class","Home Office","Pasadena","California","Phones",4,659.976,3,0.2,49.4982
"Same Day","Consumer","Columbus","Ohio","Storage",0,54.224,2,0.2,3.389
"Second Class","Consumer","San Francisco","California","Labels",2,5.76,2,0,2.8224
"Standard Class","Consumer","Chicago","Illinois","Envelopes",5,55.584,6,0.2,20.844
"First Class","Corporate","Houston","Texas","Art",3,55.328,2,0.2,6.2244
"Standard Class","Corporate","San Diego","California","Paper",4,8.56,2,0,3.852
"First Class","Corporate","Seattle","Washington","Copiers",1,3149.93,7,0,1480.4671
"Same Day","Consumer","Seattle","Washington","Binders",0,1471.96,5,0.2,459.9875
"Standard Class","Consumer","Rochester","New York","Phones",5,45.99,1,0,13.3371
"First Class","Home Office","Providence","Rhode Island","Storage",2,1606.23,9,0,481.869
"Second Class","Consumer","Naperville","Illinois","Chairs",2,602.651,7,0.3,-163.5767
"First Class","Consumer","Rockford","Illinois","Binders",3,33.568,8,0.8,-53.7088
"Second Class","Corporate","Alexandria","Virginia","Art",4,22.96,7,0,6.6584
"Standard Class","Consumer","Roswell","Georgia","Paper",6,25.92,4,0,12.4416
"First Class","Consumer","Riverside","California","Binders",3,3.984,1,0.2,1.3944
"First Class","Corporate","San Francisco","California","Binders",3,49.408,4,0.2,18.528
"Second Class","Consumer","Portland","Oregon","Paper",4,25.92,5,0.2,9.072
"First Class","Consumer","Providence","Rhode Island","Paper",2,16.9,5,0,7.774
"Same Day","Consumer","Skokie","Illinois","Accessories",0,39.264,3,0.2,-4.908
"Standard Class","Corporate","San Antonio","Texas","Accessories",5,165.6,3,0.2,-6.21
"Second Class","Consumer","Yonkers","New York","Accessories",3,479.97,3,0,177.5889
"Standard Class","Consumer","Dallas","Texas","Supplies",7,44.688,7,0.2,5.0274
"Standard Class","Consumer","Louisville","Colorado","Furnishings",4,22.752,3,0.2,7.11
"First Class","Corporate","Dallas","Texas","Phones",3,369.576,3,0.2,41.5773
"Standard Class","Home Office","Fresno","California","Paper",4,45.68,2,0,21.0128
"Standard Class","Home Office","Dallas","Texas","Accessories",4,27.96,5,0.2,8.388
"Standard Class","Consumer","Citrus Heights","California","Furnishings",7,129.39,3,0,54.3438
"Second Class","Consumer","Dallas","Texas","Furnishings",3,30.56,5,0.6,-19.864
"Standard Class","Consumer","Columbia","South Carolina","Paper",5,23.92,4,0,11.7208
"First Class","Consumer","Lancaster","Ohio","Paper",2,30.352,2,0.2,10.6232
"Standard Class","Consumer","Newark","Delaware","Machines",6,65.97,3,0,31.0059
"Second Class","Consumer","Houston","Texas","Furnishings",2,23.976,3,0.6,-14.3856
"First Class","Consumer","Houston","Texas","Art",1,46.2,5,0.2,5.775
"Second Class","Corporate","New York City","New York","Binders",5,34.248,3,0.2,11.5587
"Standard Class","Consumer","Houston","Texas","Tables",6,376.509,3,0.3,-43.0296
"First Class","Corporate","Overland Park","Kansas","Binders",3,152,5,0,69.92
"Same Day","Consumer","Anaheim","California","Appliances",0,83.42,2,0,24.1918
"Standard Class","Consumer","New York City","New York","Accessories",4,199.95,5,0,21.9945
"Standard Class","Corporate","Jacksonville","Florida","Storage",6,113.568,2,0.2,-21.294
"Standard Class","Corporate","Newark","Delaware","Storage",5,2934.33,7,0,792.2691
"Same Day","Home Office","Cleveland","Ohio","Paper",0,20.736,4,0.2,7.2576
"Standard Class","Consumer","Rio Rancho","New Mexico","Chairs",5,883.84,4,0.2,99.432
"Second Class","Consumer","Long Beach","California","Storage",2,61.02,3,0,0.6102
"Standard Class","Home Office","Philadelphia","Pennsylvania","Labels",7,16.52,5,0.2,5.369
"Standard Class","Consumer","Tulsa","Oklahoma","Chairs",6,1805.88,6,0,523.7052
"Second Class","Corporate","Philadelphia","Pennsylvania","Art",4,17.856,4,0.2,1.116
"Second Class","Consumer","Auburn","Alabama","Labels",3,491.55,5,0,240.8595
"Standard Class","Corporate","Los Angeles","California","Accessories",5,62.31,3,0,22.4316
"Standard Class","Consumer","Richmond","Indiana","Phones",6,440.91,9,0,123.4548
"Standard Class","Consumer","San Diego","California","Paper",6,62.24,8,0,28.008
"Standard Class","Home Office","Chicago","Illinois","Chairs",5,213.115,5,0.3,-15.2225
"Standard Class","Corporate","Orlando","Florida","Bookcases",5,289.568,2,0.2,10.8588
"First Class","Corporate","Anaheim","California","Furnishings",2,44.67,3,0,12.0609
"Second Class","Corporate","Columbia","South Carolina","Paper",4,60.12,9,0,28.8576
"Same Day","Home Office","Fremont","Nebraska","Furnishings",0,15.92,2,0,7.0048
"Second Class","Consumer","Rochester","New York","Tables",5,209.67,1,0.4,-13.978
"Standard Class","Home Office","Los Angeles","California","Binders",4,7.712,2,0.2,2.7956
"First Class","Home Office","Oakland","California","Chairs",3,454.272,8,0.2,-73.8192
"Same Day","Home Office","Smyrna","Georgia","Fasteners",0,9.45,5,0,0.189
"First Class","Consumer","Chicago","Illinois","Furnishings",2,24.288,3,0.6,-12.7512
"Standard Class","Home Office","Clinton","Maryland","Furnishings",4,19.98,1,0,8.5914
"Standard Class","Consumer","Seattle","Washington","Chairs",5,42.624,2,0.2,4.2624
"Standard Class","Consumer","San Francisco","California","Binders",4,46.44,3,0.2,15.093
"Same Day","Home Office","Smyrna","Georgia","Paper",0,122.97,3,0,60.2553
"Standard Class","Home Office","San Bernardino","California","Binders",6,110.528,4,0.2,38.6848
"Standard Class","Consumer","Seattle","Washington","Appliances",7,65.34,3,0,22.869
"Standard Class","Corporate","Fresno","California","Binders",5,7.312,1,0.2,2.5592
"First Class","Consumer","Lafayette","Louisiana","Paper",1,25.92,4,0,12.4416
"Second Class","Consumer","San Antonio","Texas","Art",5,10.272,3,0.2,0.8988
"Standard Class","Consumer","Richmond","Indiana","Furnishings",6,17.31,3,0,5.193
"First Class","Consumer","Newark","Ohio","Machines",3,1799.994,2,0.7,-2639.9912
"Standard Class","Consumer","Houston","Texas","Envelopes",6,99.568,2,0.2,33.6042
"Standard Class","Corporate","Longmont","Colorado","Accessories",6,165.6,3,0.2,-6.21
"Standard Class","Home Office","Springfield","Oregon","Labels",7,71.04,6,0.2,26.64
"Standard Class","Consumer","Seattle","Washington","Binders",4,2060.744,7,0.2,643.9825
